price,price_before_discount,raw_discount,discount_percentage,name,image,sold,historical_sold,shop_name,itemid,shopid,rating_star,rating_count,shop_location,stock
12.69,12.69,0,,GHS Japan Torch Light Long Range Flashlight Rechargeable Battery Torchlight Portable Home Lighting Emergency Ni,https://down-sg.img.susercontent.com/file/sg-11134201-7rdwc-mdc26rbyu1qmca,70,88,moriamakter1988.sg,27741322837,1628779598,4.916666666666667,48,Malaysia,1
5.5,20.0,73,73%,「SG Seller」100pcs Waterproof Wristbands Event Party Identification Ticket Fluorescence Paper Wrist band,https://down-sg.img.susercontent.com/file/cn-11134207-7ras8-m438kc2wnpzde6,70,809,braceletcharms,29671363966,1337228273,4.828571428571428,70,,1
0.9,0.9,0,,Paracord Buckles USA-Made (3/8 inch)(Small Size)(Atwood) 29mm Length,https://down-sg.img.susercontent.com/file/32dc1c53e62c8b4d9ae17e4aff5db6b8,68,1000,Outdoors Equipment Shop and More,5409104315,158129579,4.911764705882353,204,SG,1
9.99,25.0,60,60%,[10000m long shot] flashlight rechargeable P50 LCD display 50000mAh powerful torchlight torch light super bright,https://down-sg.img.susercontent.com/file/cn-11134207-7ras8-m63uncpkkxx2f7,68,736,Charming0.sg,29875827131,1456807499,4.544,500,,1
2.54,4.23,40,40%,Wrist Guard Band Brace Support Carpal Tunnel Sprains Strain Gym Strap Sports Pain Relief Wrap Bandage Lightweighted,https://down-sg.img.susercontent.com/file/252c7bc86b2b22bc960561f04f36f05b,68,2000,DAYSELECT OFFICIAL STORE,15101587837,590059532,4.829865361077111,1634,Mainland China,1
10.79,30.41,65,65%,Footjoy Golf Glove Non-Slip Gloves for Men & Women Breathable Black White WeatherSoft Left Hand Right Hand,https://down-sg.img.susercontent.com/file/sg-11134201-824hv-me5fl6z34b2e72,67,84,helloshoessss666cm.sg,42917162275,873097512,4.793103448275862,116,Malaysia,1
1.49,3.37,66,66%,🥫Mini Keychain Light COB 2 in1 Flashlights Lighter Rechargeable Lampu Suluh Light 3Modes Pocket Light Camping Light 钥匙扣灯,https://down-sg.img.susercontent.com/file/sg-11134201-7rept-m2t59en8pgip11,67,579,CarToolsMall.sg,26823085553,1407286679,4.793522267206478,494,Malaysia,1
0.65,0.65,0,,Outdoor Camping Portable Torch Light Torchlight Children Goodie Bag,https://down-sg.img.susercontent.com/file/sg-11134207-7reoe-m8m0d6mii7xj19,66,1000,every_little_gift,26758005788,10185414,4.75,16,SG,1
1.62,3.34,51,51%,Safety Buckle Keychain Star Aluminum Carabiner Hook Lightweight Outdoor Travel Camping Buckle Hanger Outdoor,https://down-sg.img.susercontent.com/file/sg-11134201-7rd4m-m6xf7cfztde400,66,553,pick4u.sg,24492159374,367941283,4.691011235955056,356,Mainland China,1
1.89,12.76,85,85%,erudent 1/3pcs Durable Indoor Pickleball Balls 74mm Training Paddle Ball PU Foam Pickleball Soft Silent For Competition And Practice new,https://down-sg.img.susercontent.com/file/sg-11134201-7repg-m83a0mobbrftd1,66,132,erudent.sg,26531735141,293608681,4.930232558139535,86,Mainland China,1
1.81,4.91,63,63%,"5-20pcs Aluminum Alloy Carabiners - Small Camping Karabiners For Keys/Bags, Lightweight Durable Hooks",https://down-sg.img.susercontent.com/file/sg-11134301-824i6-mepdfxsh6g3kfb,65,2000,Shopee Choice Global,24976788131,1006220784,4.827027027027027,5180,Mainland China,1
7.5,7.5,0,,aLL.EZ Premium Chalk Ball (56g | Refillable) | Climbing & Bouldering,https://down-sg.img.susercontent.com/file/sg-11134207-7rd4p-luui0w16hoxl97,65,1000,aLL.EZ Official Store,21169620780,883338500,4.936555891238671,662,SG,1
2.18,4.36,50,50%,（🔥SG stock🔥）3pcs COB Work Light TYPE-C Rechargeable LED Flashlight Keychain Hanging Portable Light Waterproof Keyring Camping Pocket Lamp,https://down-sg.img.susercontent.com/file/sg-11134201-7rdyc-mbnoju05zhngf7,63,208,Superjm.sg,40256836527,1254422517,4.816326530612245,196,Malaysia,1
9.5,13.9,34,34%,🔥 SG READY STOCK🔥 Hiking Stick Collapsible Tri-fold Trekking Hiking Poles Carbon Fiber Walking Stick Anti-Shock,https://down-sg.img.susercontent.com/file/sg-11134207-7rblw-m5pyksk7022c7b,62,337,"HS SUPPLY ""SG Local Seller""",29174916965,598915452,4.806451612903226,124,SG,1
3.73,6.53,43,43%,WOSWEIR Carpal Tunnel Support Breathable Pressurized Wrist Guard Wraps Man And Women Wrist Straps Ultra Thin Wrist Brace,https://down-sg.img.susercontent.com/file/cn-11134207-7ras8-m1i519l3nnzh42,61,328,Worthdefence Official Store,29315255557,490823734,4.821270310192023,1354,Mainland China,1
1.81,7.37,78,78%,ZAIJIEE Pirate Headbands Tennis Fitness Accessories Unisex Outdoor Headwear Jogging Sport Sweatband,https://down-sg.img.susercontent.com/file/sg-11134201-824h8-mfmz28nj3aq4f6,60,60,Zaijie,29042725641,40263847,5,2,Mainland China,1
8.9,17.8,50,50%,"Mixshop Waterproof Foldable Picnic Mat | Oxford Fabric | Beach, Camping, Travel Ground Sheet",https://down-sg.img.susercontent.com/file/sg-11134207-7rdyb-mc2zb0ozb1u664,54,7000,mixshopsg,20711961446,286076538,4.895685769478429,3106,SG,1
1.59,3.18,50,50%,【SG】Metal Sports Climbing Carabiner/Outdoor Safety Buckle Keychain/Camping Hiking Stainless Steel Hooks/Backpack Buckles,https://down-sg.img.susercontent.com/file/sg-11134211-7rbk3-lqbp66p4lwkm32,52,867,Freeoutdoor Shop,25657610318,1064414897,4.805555555555555,144,SG,1
25.0,25.0,0,,"CORE Stealth Foam Pickleball balls - Pack of 3 | Quiet, Durable",https://down-sg.img.susercontent.com/file/sg-11134207-7ra3z-m5bltvdbgb0gfd,52,267,performancepickleball,28524261907,1449825917,4.967213114754099,122,SG,1
21.5,21.5,0,,"Franklin X-40 Outdoor Pickleball Bundle [Pack of 5, 10, 15]",https://down-sg.img.susercontent.com/file/sg-11134207-824jf-mef4e5qio6bqc5,52,660,PickleGO,22978022775,293088849,4.91907514450867,346,SG,1
13.8,13.8,0,,【SG stock Fast Shipping】Pickleball Rackets Set Pickleball Paddle Set of 2 Rackets and 4 Pickleballs Balls Pickle-Ball Racquet with Balls Sports Accessory 9999,https://down-sg.img.susercontent.com/file/sg-11134201-7ra41-m4vi16db8o1s95,49,957,xdh9999.sg,29022757272,1202833290,4.526946107784431,334,,1
2.17,2.17,0,,50/40/30/25/20cm Peg Stake Camping Peg Outdoor Ground Nail Tent Peg Flysheet Peg Stake Nail Pancang Paku Khemah Besi,https://down-sg.img.susercontent.com/file/sg-11134201-22100-ls0z59wshuiva9,42,213,MARIBEST ONESTOP,44202736384,195866698,4.926406926406926,924,Malaysia,1
